index,Regulator,Target,Sign,Model,Classification,Confidence rank,Constraint,Notes
2214,ERK_2,PGR,negative,TT,unsupported,-,,"Duplicated from original edge (ERK -> PGR, Model=TT). Original note: ERK phosphorylates of PRB at Ser294, and this makes PR more transcriptionally active, more nuclear, and more responsive to ligand, even though it also accelerates ligand-dependent receptor turnover."
2215,ESR1_2,PGR,negative,TT,unsupported,-,,"Duplicated from original edge (ESR1 -> PGR, Model=TT). Original note: Contrary to this assumption, ESR1 upregulates the transcription of PGR."
2216,EGFR,PI3K_2,positive,TT,direct,1,,"Duplicated from original edge (EGFR -> PI3K, Model=TT). Original note: protein-protein interaction. Activated EGFR recruits the p85 regulatory subunit of class IA PI3K into a receptor-associated complex"
2217,ESR1,PI3K_2,positive,TT,direct,1,,"Duplicated from original edge (ESR1 -> PI3K, Model=TT). Original note: protein-protein interaction. The estrogen receptor ERα (ESR1) physically associates with the p85 regulatory subunit of PI3K."
2218,ESR1_2,PI3K,positive,TT,direct,1,,"Duplicated from original edge (ESR1 -> PI3K, Model=TT). Original note: protein-protein interaction. The estrogen receptor ERα (ESR1) physically associates with the p85 regulatory subunit of PI3K."
2219,ESR1_2,PI3K_2,positive,TT,direct,1,,"Duplicated from original edge (ESR1 -> PI3K, Model=TT). Original note: protein-protein interaction. The estrogen receptor ERα (ESR1) physically associates with the p85 regulatory subunit of PI3K."
2220,IGF1R,PI3K_2,positive,TT,indirect,2,,"Duplicated from original edge (IGF1R -> PI3K, Model=TT). Original note: causal effect mediated by IRS1"
2221,IGF1R_2,PI3K,positive,TT,indirect,2,,"Duplicated from original edge (IGF1R -> PI3K, Model=TT). Original note: causal effect mediated by IRS1"
2222,IGF1R_2,PI3K_2,positive,TT,indirect,2,,"Duplicated from original edge (IGF1R -> PI3K, Model=TT). Original note: causal effect mediated by IRS1"
2223,IRS1,PI3K_2,positive,TT,direct,1,,"Duplicated from original edge (IRS1 -> PI3K, Model=TT). Original note: protein-protein interaction. phosphorylated IRS1 proteins bind the p85 regulatory subunit of PI3K."
2224,PI3K,PIP3_2,positive,TT,direct,1,,"Duplicated from original edge (PI3K -> PIP3, Model=TT). Original note: PI3K catalyzes the reaction that produces PIP3."
2225,PI3K_2,PIP3,positive,TT,direct,1,,"Duplicated from original edge (PI3K -> PIP3, Model=TT). Original note: PI3K catalyzes the reaction that produces PIP3."
2226,PI3K_2,PIP3_2,positive,TT,direct,1,,"Duplicated from original edge (PI3K -> PIP3, Model=TT). Original note: PI3K catalyzes the reaction that produces PIP3."
2227,PTEN,PIP3_2,negative,TT,direct,1,,"Duplicated from original edge (PTEN -> PIP3, Model=TT). Original note: PTEN dephosphorylates PIP3"
2228,PTEN_2,PIP3,negative,TT,direct,1,,"Duplicated from original edge (PTEN -> PIP3, Model=TT). Original note: PTEN dephosphorylates PIP3"
2229,PTEN_2,PIP3_2,negative,TT,direct,1,,"Duplicated from original edge (PTEN -> PIP3, Model=TT). Original note: PTEN dephosphorylates PIP3"
2230,CYCLINDc_2,RB,negative,TT,indirect,2,,"Duplicated from original edge (CYCLINDc -> RB, Model=TT). Original note: The Cyclin D–CDK4/6 complex directly phosphorylates RB, which leads to a decrease in the hypophosphorylated RB. As pRB is a separate node of the network, we consider this edge indirect."
2231,S6K,PTEN_2,positive,TT,unsupported,-,,"Duplicated from original edge (S6K -> PTEN, Model=TT). Original note: There is no evidence to support a positive effect. Instead, there is evidence of a negative effect: mTOR/S6K signaling promotes PTEN phosphorylation at Thr366, which can increase PTEN ubiquitination and degradation."
2232,SRC,PTEN_2,negative,TT,indirect,2,,"Duplicated from original edge (SRC -> PTEN, Model=TT). Original note: causal effect. Src-family kinases inhibit PTEN function via an unknown mediator."
2233,PI3K_2,RAC1,positive,TT,indirect,2,,"Duplicated from original edge (PI3K -> RAC1, Model=TT). Original note: causal effect mediated by PIP3  and Rac guanine-nucleotide exchange factors"
2234,HRAS,RAF1_2,positive,TT,direct,1,,"Duplicated from original edge (HRAS -> RAF1, Model=TT). Original note: protein-protein interaction. GTP-bound HRAS directly binds RAF1 through RAF1's Ras-binding domain. This recruits RAF1 to the plasma membrane and promotes the conformational changes needed for RAF1 activation."
2235,RAS,RAF1_2,positive,TT,direct,1,,"Duplicated from original edge (RAS -> RAF1, Model=TT). Original note: protein-protein interaction. RAS-GTP directly binds RAF1 (c-RAF) through RAF1's RAS-binding domain and cysteine-rich domain. This recruits RAF1 to the plasma membrane and is an essential step in RAF1 activation."
2236,RAS_2,RAF1,positive,TT,direct,1,,"Duplicated from original edge (RAS -> RAF1, Model=TT). Original note: protein-protein interaction. RAS-GTP directly binds RAF1 (c-RAF) through RAF1's RAS-binding domain and cysteine-rich domain. This recruits RAF1 to the plasma membrane and is an essential step in RAF1 activation."
2237,RAS_2,RAF1_2,positive,TT,direct,1,,"Duplicated from original edge (RAS -> RAF1, Model=TT). Original note: protein-protein interaction. RAS-GTP directly binds RAF1 (c-RAF) through RAF1's RAS-binding domain and cysteine-rich domain. This recruits RAF1 to the plasma membrane and is an essential step in RAF1 activation."
2238,RAS_3,RAF1,positive,TT,direct,1,,"Duplicated from original edge (RAS -> RAF1, Model=TT). Original note: protein-protein interaction. RAS-GTP directly binds RAF1 (c-RAF) through RAF1's RAS-binding domain and cysteine-rich domain. This recruits RAF1 to the plasma membrane and is an essential step in RAF1 activation."
2239,RAS_3,RAF1_2,positive,TT,direct,1,,"Duplicated from original edge (RAS -> RAF1, Model=TT). Original note: protein-protein interaction. RAS-GTP directly binds RAF1 (c-RAF) through RAF1's RAS-binding domain and cysteine-rich domain. This recruits RAF1 to the plasma membrane and is an essential step in RAF1 activation."
2240,PIP3,RAS_2,positive,TT,assumption,4,,"Duplicated from original edge (PIP3 -> RAS, Model=TT). Original note: There is some evidence that PI3K signaling can enhance RAS activation, supporting this assumption."
2241,PIP3,RAS_3,positive,TT,assumption,4,,"Duplicated from original edge (PIP3 -> RAS, Model=TT). Original note: There is some evidence that PI3K signaling can enhance RAS activation, supporting this assumption."
2242,PIP3_2,RAS,positive,TT,assumption,4,,"Duplicated from original edge (PIP3 -> RAS, Model=TT). Original note: There is some evidence that PI3K signaling can enhance RAS activation, supporting this assumption."
2243,PIP3_2,RAS_2,positive,TT,assumption,4,,"Duplicated from original edge (PIP3 -> RAS, Model=TT). Original note: There is some evidence that PI3K signaling can enhance RAS activation, supporting this assumption."
2244,PIP3_2,RAS_3,positive,TT,assumption,4,,"Duplicated from original edge (PIP3 -> RAS, Model=TT). Original note: There is some evidence that PI3K signaling can enhance RAS activation, supporting this assumption."
2245,SOS1,RAS_2,positive,TT,direct,1,,"Duplicated from original edge (SOS1 -> RAS, Model=TT). Original note: protein-protein interaction. SOS1 directly binds RAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
2246,SOS1,RAS_3,positive,TT,direct,1,,"Duplicated from original edge (SOS1 -> RAS, Model=TT). Original note: protein-protein interaction. SOS1 directly binds RAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
2247,ERK_2,S6K,positive,TT,direct,1,,"Duplicated from original edge (ERK -> S6K, Model=TT). Original note: phosphorylation. ERK phosphorylates S6K, contributing to its activation."
2248,ERK_2,STK11,negative,TT,indirect,2,,"Duplicated from original edge (ERK -> STK11, Model=TT). Original note: causal effect, mediated by an unknown kinase."
2249,ERK_2,TSC2,negative,TT,direct in the network sense,1,,"Duplicated from original edge (ERK -> TSC2, Model=TT). Original note: ERK phosphorylates RSK, which phosphorylates TSC2 at inhibitory sites such as Ser1798. RSK is not in the network."
2250,ERK_2,TWIST1,positive,TT,direct,1,,"Duplicated from original edge (ERK -> TWIST1, Model=TT). Original note: phosphorylation. ERK1/2 phosphorylates TWIST1 at Ser68. This phosphorylation protects TWIST1 from ubiquitination and proteasomal degradation, increasing TWIST1 protein stability"
2251,HER2,HER2HER3c_2,positive,TT,,0,,"Duplicated from original edge (HER2 -> HER2HER3c, Model=TT). Original note: Replaces HER2 -> HER3. The effect of HER2 on HER3 is through HER2-HER3 heterodimer formation, which is represented by the HER2HER3c node."
2252,HER3,HER2HER3c_2,positive,TT,,0,,"Duplicated from original edge (HER3 -> HER2HER3c, Model=TT). Original note: Replaces HER3 -> HER2. The HER2-HER3 heterodimer formation is represented with a separate HER2HER3c node. HER3 does not have any effect on HER2 outside of heterodimer formation."
2253,HER3_2,HER2HER3c,positive,TT,,0,,"Duplicated from original edge (HER3 -> HER2HER3c, Model=TT). Original note: Replaces HER3 -> HER2. The HER2-HER3 heterodimer formation is represented with a separate HER2HER3c node. HER3 does not have any effect on HER2 outside of heterodimer formation."
2254,HER3_2,HER2HER3c_2,positive,TT,,0,,"Duplicated from original edge (HER3 -> HER2HER3c, Model=TT). Original note: Replaces HER3 -> HER2. The HER2-HER3 heterodimer formation is represented with a separate HER2HER3c node. HER3 does not have any effect on HER2 outside of heterodimer formation."
2255,IGF1R_T_2,IGF1R,positive,Z17,direct,1,,"Duplicated from original edge (IGF1R_T -> IGF1R, Model=Z17). Original note: protein translation"
2256,IGF1R_T_2,IGF1R_2,positive,Z17,direct,1,,"Duplicated from original edge (IGF1R_T -> IGF1R_2, Model=Z17). Original note: protein translation"
2257,IGF1R_T_2,IGF1R,positive,Z17,direct,1,,"Duplicated from original edge (IGF1R_T -> IGF1R, Model=Z17). Original note: protein translation"
2258,IGF1R_T_2,IGF1R_2,positive,Z17,direct,1,,"Duplicated from original edge (IGF1R_T -> IGF1R_2, Model=Z17). Original note: protein translation"
2259,PTEN_2,PIP3,negative,Z17,direct,1,,"Duplicated from original edge (PTEN -> PIP3, Model=Z17). Original note: PTEN dephosphorylates PIP3"
2260,PTEN_2,PIP3_2,negative,Z17,direct,1,,"Duplicated from original edge (PTEN -> PIP3_2, Model=Z17). Original note: PTEN dephosphorylates PIP3"
2261,PTEN_2,PIP3,negative,Z17,direct,1,,"Duplicated from original edge (PTEN -> PIP3, Model=Z17). Original note: PTEN dephosphorylates PIP3. We consider that the confidence ranking is the same as that of the PTEN-| PIP3 edge."
2262,PTEN_2,PIP3_2,negative,Z17,direct,1,,"Duplicated from original edge (PTEN -> PIP3_2, Model=Z17). Original note: PTEN dephosphorylates PIP3. We consider that the confidence ranking is the same as that of the PTEN-| PIP3 edge."
2263,E2F,E2F_3,positive,Z21,unsupported,-,,This is already represented by other inter-level edges
2264,E2F_3,E2F,positive,Z21,unsupported,-,,High-level should not activate low-level.
2265,pRB_2,E2F_3,positive,Z21,indirect,2,,"Duplicated from original edge (pRB_2 -> E2F_2, Model=Z21). Original note: causal effect. Hypophosphorylated RB binds to E2F; phosphorylation of RB changes RB conformation and disrupts that binding. This can be represented as a pRB-|RB-|E2F path, if pRB-|RB is added to the network."
2266,pRB_3,E2F_2,positive,Z21,indirect,2,,"Duplicated from original edge (pRB_2 -> E2F_2, Model=Z21). Original note: causal effect. Hypophosphorylated RB binds to E2F; phosphorylation of RB changes RB conformation and disrupts that binding. This can be represented as a pRB-|RB-|E2F path, if pRB-|RB is added to the network."
2267,pRB_3,E2F_3,positive,Z21,indirect,2,,"Duplicated from original edge (pRB_2 -> E2F_2, Model=Z21). Original note: causal effect. Hypophosphorylated RB binds to E2F; phosphorylation of RB changes RB conformation and disrupts that binding. This can be represented as a pRB-|RB-|E2F path, if pRB-|RB is added to the network."
2268,E2F,E2F_3,positive,Z21,unsupported,-,,This is already represented by other inter-level edges
2269,E2F_3,E2F,positive,Z21,unsupported,-,,High-level should not activate low-level.
2270,pRB_2,E2F_3,positive,Z21,indirect,2,,"Duplicated from original edge (pRB_2 -> E2F_2, Model=Z21). Original note: causal effect. Hypophosphorylated RB binds to E2F; phosphorylation of RB changes RB conformation and disrupts that binding. We consider that the confidence ranking is the same as that of the pRB->E2F edge."
2271,pRB_3,E2F_2,positive,Z21,indirect,2,,"Duplicated from original edge (pRB_2 -> E2F_2, Model=Z21). Original note: causal effect. Hypophosphorylated RB binds to E2F; phosphorylation of RB changes RB conformation and disrupts that binding. We consider that the confidence ranking is the same as that of the pRB->E2F edge."
2272,pRB_3,E2F_3,positive,Z21,indirect,2,,"Duplicated from original edge (pRB_2 -> E2F_2, Model=Z21). Original note: causal effect. Hypophosphorylated RB binds to E2F; phosphorylation of RB changes RB conformation and disrupts that binding. We consider that the confidence ranking is the same as that of the pRB->E2F edge."
2273,E2F,Proliferation_4,positive,Z21,assumption,4,,"Duplicated from original edge (E2F -> Proliferation_3, Model=Z21). Original note: The abstract node Proliferation represents commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression."
2274,E2F_2,Proliferation_4,positive,Z21,assumption,4,,"Duplicated from original edge (E2F_2 -> Proliferation_3, Model=Z21). Original note: The abstract node Proliferation represents commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression."
2275,E2F_3,Proliferation_2,positive,Z21,assumption,4,,"Duplicated from original edge (E2F_2 -> Proliferation_2, Model=Z21). Original note: The abstract node Proliferation represents commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression."
2276,E2F_3,Proliferation_3,positive,Z21,assumption,4,,"Duplicated from original edge (E2F_2 -> Proliferation_3, Model=Z21). Original note: The abstract node Proliferation represents commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression."
2277,E2F_3,Proliferation_4,positive,Z21,assumption,4,,"Duplicated from original edge (E2F_2 -> Proliferation_3, Model=Z21). Original note: The abstract node Proliferation represents commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression."
2278,MYC_targets_2,Proliferation_4,positive,Z21,assumption,4,,"Duplicated from original edge (MYC_targets_2 -> Proliferation_3, Model=Z21). Original note: This assumption is consistent with the observation that MYC overexpression can compensate for the decrease in cancer cell proliferation due to PI3K inhibitors."
2279,E2F,Proliferation_4,positive,Z21,assumption,4,,"Duplicated from original edge (E2F -> Proliferation_3, Model=Z21). Original note: The abstract node Proliferation_2 represents a higher-level of commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge."
2280,E2F_2,Proliferation_4,positive,Z21,assumption,4,,"Duplicated from original edge (E2F_2 -> Proliferation_3, Model=Z21). Original note: The abstract node Proliferation_2 represents a higher-level of commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge."
2281,E2F_3,Proliferation_2,positive,Z21,assumption,4,,"Duplicated from original edge (E2F_2 -> Proliferation_2, Model=Z21). Original note: The abstract node Proliferation_2 represents a higher-level of commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge."
2282,E2F_3,Proliferation_3,positive,Z21,assumption,4,,"Duplicated from original edge (E2F_2 -> Proliferation_3, Model=Z21). Original note: The abstract node Proliferation_2 represents a higher-level of commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge."
2283,E2F_3,Proliferation_4,positive,Z21,assumption,4,,"Duplicated from original edge (E2F_2 -> Proliferation_3, Model=Z21). Original note: The abstract node Proliferation_2 represents a higher-level of commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge."
2284,E2F,Proliferation_4,positive,Z21,assumption,4,,"Duplicated from original edge (E2F -> Proliferation_3, Model=Z21). Original note: The abstract node Proliferation_2 represents a higher-level of commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge."
2285,E2F_2,Proliferation_4,positive,Z21,assumption,4,,"Duplicated from original edge (E2F_2 -> Proliferation_3, Model=Z21). Original note: The abstract node Proliferation_2 represents a higher-level of commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge."
2286,E2F_3,Proliferation_2,positive,Z21,assumption,4,,"Duplicated from original edge (E2F_2 -> Proliferation_2, Model=Z21). Original note: The abstract node Proliferation_2 represents a higher-level of commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge."
2287,E2F_3,Proliferation_3,positive,Z21,assumption,4,,"Duplicated from original edge (E2F_2 -> Proliferation_3, Model=Z21). Original note: The abstract node Proliferation_2 represents a higher-level of commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge."
2288,E2F_3,Proliferation_4,positive,Z21,assumption,4,,"Duplicated from original edge (E2F_2 -> Proliferation_3, Model=Z21). Original note: The abstract node Proliferation_2 represents a higher-level of commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge."
2289,E2F,Proliferation_4,positive,Z21,assumption,4,,"Duplicated from original edge (E2F -> Proliferation_3, Model=Z21). Original note: The abstract node Proliferation_3 represents the highest-level commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge."
2290,E2F_2,Proliferation_4,positive,Z21,assumption,4,,"Duplicated from original edge (E2F_2 -> Proliferation_3, Model=Z21). Original note: The abstract node Proliferation_3 represents the highest-level commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge."
2291,E2F_3,Proliferation_2,positive,Z21,assumption,4,,"Duplicated from original edge (E2F_2 -> Proliferation_2, Model=Z21). Original note: The abstract node Proliferation_3 represents the highest-level commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge."
2292,E2F_3,Proliferation_3,positive,Z21,assumption,4,,"Duplicated from original edge (E2F_2 -> Proliferation_3, Model=Z21). Original note: The abstract node Proliferation_3 represents the highest-level commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge."
2293,E2F_3,Proliferation_4,positive,Z21,assumption,4,,"Duplicated from original edge (E2F_2 -> Proliferation_3, Model=Z21). Original note: The abstract node Proliferation_3 represents the highest-level commitment to cell cycle progression. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge."
2294,MYC_targets_2,Proliferation_4,positive,Z21,assumption,4,,"Duplicated from original edge (MYC_targets_2 -> Proliferation_3, Model=Z21). Original note: This assumption is consistent with the observation that MYC overexpression can compensate for the decrease in cancer cell proliferation due to PI3K inhibitors."
2295,E2F_3,cycE_CDK2_T,positive,Z21,direct,1,,"Duplicated from original edge (E2F_2 -> cycE_CDK2_T, Model=Z21). Original note: regulation of transcription. CycE_CDK2_T represents the transcripts of the components underlying the Cyclin E–CDK2 complex.  E2F1 binds E2F sites in the CCNE1 promoter and activates Cyclin E transcription. There is also evidence of E2F1 can promote CDK2 transcription."
2296,E2F_3,cycE_CDK2_T,positive,Z21,direct,1,,"Duplicated from original edge (E2F_2 -> cycE_CDK2_T, Model=Z21). Original note: regulation of transcription. CycE_CDK2_T represents transcription of the components underlying the Cyclin E–CDK2 complex. E2F directly transcriptionally activates Cyclin E genes (CCNE1 and CCNE2) through E2F-responsive regulatory elements, thus upregulating CycE_CDK2_T. We consider that the confidence rank is the same as that of the E2F-> cycE_CDK2_T edge."
2297,Rb_T,pRB_3,negative,Z21,assumption,4,,"Duplicated from original edge (Rb_T -> pRB_2, Model=Z21). Original note: This assumption reflects the experimental observation that the loss of Rb_T results in the loss of the inhibitory effect of Rb on E2F family members."
2298,CYCLINDc,pRB_3,positive,Z21,direct,1,,"Duplicated from original edge (CYCLINDc -> pRB_2, Model=Z21). Original note: phosphorylation. The Cyclin D–CDK4/6 complex directly phosphorylates RB, yielding pRB. We consider the confidence ranking the same as that of the CYCLINDc->pRB edge."
2299,CYCLINDc_2,pRB_3,positive,Z21,direct,1,,"Duplicated from original edge (CYCLINDc_2 -> pRB_2, Model=Z21). Original note: phosphorylation. The Cyclin D–CDK4/6 complex directly phosphorylates RB, yielding pRB. We consider the confidence ranking the same as that of the CYCLINDc->pRB edge."
2300,CYCLINDc,pRB_3,positive,Z21,direct,1,,"Duplicated from original edge (CYCLINDc -> pRB_2, Model=Z21). Original note: phosphorylation. The Cyclin D–CDK4/6 complex directly phosphorylates RB, yielding pRB. We consider the confidence ranking the same as that of the CYCLINDc->pRB edge."
2301,CYCLINDc_2,pRB_3,positive,Z21,direct,1,,"Duplicated from original edge (CYCLINDc_2 -> pRB_2, Model=Z21). Original note: phosphorylation. The Cyclin D–CDK4/6 complex directly phosphorylates RB, yielding pRB. We consider the confidence ranking the same as that of the CYCLINDc->pRB edge."
2302,pRB,pRB_3,positive,Z21,unsupported,-,,This is already represented by other inter-level edges
2303,pRB_3,pRB,positive,Z21,unsupported,-,,High-level should not activate low-level.
2304,Rb_T,pRB_3,negative,Z21,assumption,4,,"Duplicated from original edge (Rb_T -> pRB_2, Model=Z21). Original note: This assumption reflects the experimental observation that the loss of Rb_T results in the loss of inhibitory effect of Rb on E2F family members."
2305,CYCLINDc,pRB_3,positive,Z21,direct,1,,"Duplicated from original edge (CYCLINDc -> pRB_2, Model=Z21). Original note: phosphorylation. The Cyclin D–CDK4/6 complex directly phosphorylates RB, yielding pRB. We consider the confidence ranking the same as that of the CYCLINDc->pRB edge."
2306,CYCLINDc_2,pRB_3,positive,Z21,direct,1,,"Duplicated from original edge (CYCLINDc_2 -> pRB_2, Model=Z21). Original note: phosphorylation. The Cyclin D–CDK4/6 complex directly phosphorylates RB, yielding pRB. We consider the confidence ranking the same as that of the CYCLINDc->pRB edge."
2307,CYCLINDc,pRB_3,positive,Z21,direct,1,,"Duplicated from original edge (CYCLINDc -> pRB_2, Model=Z21). Original note: phosphorylation. The Cyclin D–CDK4/6 complex directly phosphorylates RB, yielding pRB. We consider the confidence ranking the same as that of the CYCLINDc->pRB edge."
2308,CYCLINDc_2,pRB_3,positive,Z21,direct,1,,"Duplicated from original edge (CYCLINDc_2 -> pRB_2, Model=Z21). Original note: phosphorylation. The Cyclin D–CDK4/6 complex directly phosphorylates RB, yielding pRB. We consider the confidence ranking the same as that of the CYCLINDc->pRB edge."
2309,cycE_CDK2,pRB_3,positive,Z21,direct,1,,"Duplicated from original edge (cycE_CDK2 -> pRB_2, Model=Z21). Original note: phosphorylation. Cyclin E–CDK2 directly recognizes and phosphorylates RB. We consider the confidence ranking of this edge is the same as that of the cycE_CDK2 edge."
2310,pRB,pRB_3,positive,Z21,unsupported,-,,This is already represented by other inter-level edges
2311,pRB_3,pRB,positive,Z21,unsupported,-,,High-level should not activate low-level.
