index,Regulator,Target,Sign,Model,Classification,Confidence rank,Constraint,Notes
214,PDK1_pm,PDK1_pm,positive,HS,unsupported,-,,This inferred self-regulation is contradicted by a lack of self-regulation and the existence of negative feedback loops involving PDK1_pm.
215,PKCa,PKCa,positive,HS,unsupported,-,,This inferred self-regulation is contradicted by evidence for activity-dependent self-limitation of PKCa.
216,PLCg,PKCa,positive,HS,direct in the network sense,1,regulates,"mediated by DAG, which is not part of the network"
217,trastuzumab,PKCa,positive,HS,unsupported,-,,This inferred edge is contradicted by evidence that trastuzumab tends to reduce HER2-dependent PKCα signaling
218,EGFR,PLCg,positive,HS,direct,1,regulates,phosphorylation. EGFR recruits PLCgamma1 and phosphorylates it
219,HER2,PLCg,positive,HS,direct,1,regulates,phosphorylation. Activated HER2 binds to PLCgamma1 and phosphorylates it.
220,HER3,PLCg,positive,HS,assumption,4,,"There is evidence for binding but no evidence of a functional effect. Any indirect relationship would need to involve HER2, but there is no causal or mechanistic evidence."
221,PLCg,PLCg,positive,HS,unsupported,-,,"This inferred positive self-regulation is contradicted by a well-supported negative feedback loop mediated by DAG, PKC and receptor downregulation."
222,AKT,mTORC1,positive,HS,indirect,2,,"causal effect mediated by PRAS40, TSC2"
223,mTORC1,mTORC1,positive,HS,unsupported,-,,This inferred self-regulation is contradicted by the fact that the autophosphorylation of mTOR kinase does not have a functional effect.
224,AKT,S6K,positive,HS,indirect,2,,causal effect mediated by mTORC1
225,ERK,S6K,positive,HS,direct,1,regulates,"phosphorylation. ERK phosphorylates S6K, contributing to its activation"
226,erlotinib,S6K,positive,HS,unsupported,-,,This inferred edge is contradicted by experimental evidence that erlotinib treatment decreased phosphorylation of p70S6K
227,mTORC1,S6K,positive,HS,direct,1,regulates,phosphorylation. mTORC1 phosphorylates S6K. This phosphorylation is essential for efficient S6K1 activation; full activation is done by PDK1.
228,S6K,S6K,positive,HS,unsupported,-,,This proteomics- inferred edge is contradicted by the well-known self-inhibiting negative feedback loop of S6K1  mediated by PI3K–AKT–mTORC1 signaling.
229,AKT,AKT,positive,SS,indirect,2,,AKT does not self-regulate but it participates in a positive feedback loop with mTORC2_pm.
230,HER3,AKT,positive,SS,indirect,2,,"causal effect mediated by PI3K, others"
231,PDK1_pm,AKT,positive,SS,direct,1,regulates,phosphorylation. Plasma-membrane-bound PDK1 directly phosphorylates AKT at Thr308 in its activation loop.
232,mTORC1,AKT,positive,SS,unsupported,-,,A positive effect is not supported by evidence; there is a negative feedback effect
233,EGF,EGFR,positive,SS,direct,1,regulates,ligand-receptor binding
234,EGFR,EGFR,positive,SS,direct,1,regulates,phosphorylation. EGFR homodimers phosphorylate each other
235,PLCg,EGFR,positive,SS,unsupported,-,,"This edge is not supported by evidence, there is an indirect negative effect instead"
236,erlotinib,EGFR,negative,SS,direct,1,regulates,Erlotinib is a small molecule that binds the intracellular kinase domain of EGFR
237,pertuzumab,EGFR,negative,SS,indirect,2,,causal effect. pertuzumab binds the extracellular domain II of HER2 and inhibits EGFR-HER2 heterodimerization. This is an indirect effect on EGFR.
238,HER2,HER2,positive,SS,direct,1,regulates,protein-protein interaction. Homodimerization of HER2 receptors leads to their trans-phosphorylation and activation
239,erlotinib,HER2,negative,SS,direct,1,regulates,Erlotinib is a small molecule that binds the intracellular kinase domain of HER2
240,pertuzumab,HER2,negative,SS,direct,1,regulates,pertuzumab is a monoclonal antibody that binds the extracellular domain II of HER2
241,trastuzumab,HER2,negative,SS,direct,1,regulates,trastuzumab is a monoclonal antibody binds the extracellular domain IV of HER2
242,HER3,HER3,positive,SS,unsupported,-,,"HER3 does not self-regulate. This inferred positive self-regulation contradicted by strong evidence of a negative feedback loop mediated by PI3K, AKT, and FOXO3."
243,NRG1,HER3,positive,SS,direct,1,regulates,ligand-receptor binding
244,erlotinib,HER3,negative,SS,indirect,2,,causal effect mediated by HER2 or another kinase
245,pertuzumab,HER3,negative,SS,replaced,,,"Pertuzumab does not act on HER3 but on the HER2-HER3 complex, which is a separate node. This edge is replaced by a Pertuzumab-| HER2HER3c edge."
246,HER3,ERK,positive,SS,indirect,2,,"causal effect mediated by HER2HER3c, RAS, RAF, MEK"
247,ERK,ERK,positive,SS,unsupported,-,,This proteomics- inferred self-regulation is contradicted by the fact that ERK activity is strongly self-limiting via negative feedback loops.
248,MEK,ERK,positive,SS,direct,1,necessary,"phosphorylation. MEK1/2 directly binds and phosphorylates ERK1/2, activating its kinase activity."
249,PDK1_pm,ERK,positive,SS,indirect,2,,causal effect mediated by MEK
250,EGFR,MEK,positive,SS,indirect,2,,"causal effect mediated by RAS, RAF"
251,HER2,MEK,positive,SS,indirect,2,,"causal effect mediated by RAS, RAF"
252,HER3,MEK,positive,SS,indirect,2,,"causal effect mediated by HER2HER3c, RAS, RAF"
253,MEK,MEK,positive,SS,unsupported,-,,This inferred self-regulation is contradicted by evidence of a negative feedback regulation of MEK: ERK phosphorylates MEK1 at Thr292; disruption of this feedback produces increased and prolonged MEK2 and ERK phosphorylation.
254,EGFR,PDK1_pm,positive,SS,indirect,2,,"causal effect mediated by PI3K, PIP3"
255,HER2,PDK1_pm,positive,SS,indirect,2,,"causal effect mediated by PI3K, PIP3"
256,HER3,PDK1_pm,positive,SS,indirect,2,,"causal effect mediated by PI3K, PIP3"
257,PDK1_pm,PDK1_pm,positive,SS,unsupported,-,,This inferred self-regulation is contradicted by a lack of self-regulation and the existence of negative feedback loops involving PDK1_pm.
258,PKCa,PKCa,positive,SS,unsupported,-,,This inferred self-regulation is contradicted by evidence for activity-dependent self-limitation of PKCa.
259,PLCg,PKCa,positive,SS,direct in the network sense,1,regulates,"mediated by DAG, which is not part of the network"
260,EGFR,PLCg,positive,SS,direct,1,regulates,phosphorylation. EGFR recruits PLCgamma1 and phosphorylates it
261,HER2,PLCg,positive,SS,direct,1,regulates,phosphorylation.  Activated HER2 binds to PLCgamma1 and phosphorylates it.
262,HER3,PLCg,positive,SS,assumption,4,,"There is evidence for binding but no evidence of a functional effect. Any indirect relationship would need to involve HER2, but there is no causal or mechanistic evidence."
263,PLCg,PLCg,positive,SS,unsupported,-,,"This inferred positive self-regulation is contradicted by a well-supported negative feedback loop mediated by DAG, PKC and receptor downregulation."
264,AKT,mTORC1,positive,SS,indirect,2,,"causal effect mediated by PRAS40, TSC2"
265,mTORC1,mTORC1,positive,SS,unsupported,-,,This inferred self-regulation is contradicted by the fact that the autophosphorylation of mTOR kinase does not have a functional effect.
266,AKT,S6K,positive,SS,indirect,2,,causal effect mediated by mTORC1
267,ERK,S6K,positive,SS,direct,1,regulates,"phosphorylation. ERK phosphorylates S6K, contributing to its activation."
268,mTORC1,S6K,positive,SS,direct,1,regulates,phosphorylation. mTORC1 phosphorylates S6K. This phosphorylation is essential for efficient S6K1 activation; full activation is done by PDK1.
269,S6K,S6K,positive,SS,unsupported,-,,This proteomics- inferred edge is contradicted by the well-known self-inhibiting negative feedback loop of S6K1  mediated by PI3K–AKT–mTORC1 signaling.
270,AKT,AKT,positive,SL,indirect,2,,AKT does not self-regulate but it participates in a positive feedback loop with mTORC2_pm.
271,CyclinB1,AKT,negative,SL,unsupported,-,,This inferred edge is contradicted by perturbation experiments showing a positive relationship
272,EGFR,AKT,positive,SL,indirect,2,,"causal effect mediated by PI3K, PIP3"
273,HER2,AKT,positive,SL,indirect,2,,"causal effect mediated by PI3K, PIP3"
274,HER3,AKT,positive,SL,indirect,2,,"causal effect mediated by PI3K, others"
275,PTEN,AKT,negative,SL,indirect,2,,causal effect mediated by PIP3
276,stimulus,AKT,positive,SL,correlation,3,,This proteomics-inferred edge is consistent with evidence that growth factors in a growth medium lead to AKT activation
277,BAX,BAX,positive,SL,direct,1,regulates,"Active BAX oligomerizes, and it also activates additional BAX molecules."
278,EGFR,BAX,positive,SL,unsupported,-,,This proteomics-inferred edge is contradicted by the observed anti-apoptotic effect of EGFR.
279,CyclinB1,CyclinB1,positive,SL,unsupported,-,,This inferred self-regulation is not supported by mechanistic evidence of self-regulation or a positive feedback loop.
280,p53,CyclinB1,negative,SL,direct,1,regulates,regulation of transcription. p53 can associate with the CCNB1 promoter through other DNA-bound transcription factors and reduces CCNB1 transcription.
281,S6K,CyclinB1,positive,SL,assumption,4,,"S6K1 indirectly promotes cell-cycle progression and G2/M entry, but there is no support for this specific edge."
282,AKT,CyclinD,positive,SL,indirect,2,,causal effect mediated by GSK3B
283,CyclinD,CyclinD,positive,SL,unsupported,-,,This inferred self-regulation is not supported by experimental evidence of self-regulation or a positive feedback loop.
284,ERK,CyclinD,positive,SL,indirect,2,,causal effect mediated by JUN and other transcription factors that upregulate CCND1 transcription.
285,GSK3B,CyclinD,negative,SL,direct,1,regulates,"phosphorylation. GSK3B directly phosphorylates Cyclin D1 at Thr286, promoting its nuclear export and degradation."
286,PTEN,CyclinD,positive,SL,unsupported,-,,"This inferred edge is contradicted by the experimental observation that PTEN expression decreases Cyclin D1 levels and nuclear localization, contributing to G1 arrest."
287,JUN,CyclinD,positive,SL,direct,1,regulates,"regulation of transcription. c-JUN is part of the AP-1 transcription factor complex and directly binds an AP-1-responsive element in the CCND1 promoter, promoting Cyclin D1 transcription."
288,EGFR,EGFR,positive,SL,direct,1,regulates,phosphorylation. EGFR homodimers phosphorylate each other
289,erlotinib,EGFR,negative,SL,direct,1,regulates,Erlotinib is a small molecule that binds the intracellular kinase domain of EGFR.
290,pertuzumab,EGFR,negative,SL,indirect,2,,causal effect. pertuzumab binds the extracellular domain II of HER2 and inhibits EGFR-HER2 heterodimerization. This is an indirect effect on EGFR.
291,stimulus,EGFR,positive,SL,correlation,3,,This proteomics-inferred edge is consistent with evidence that growth factors in a growth medium lead to EGFR activation
292,BAX,HER2,positive,SL,unsupported,-,,"This inferred edge is contradicted by the positive opposite relationship, HER2-| BAX."
293,HER2,HER2,positive,SL,direct,1,regulates,protein-protein interaction. Homodimerization of HER2 receptors leads to their trans-phosphorylation and activation.
294,erlotinib,HER2,negative,SL,direct,1,regulates,Erlotinib is a small molecule that binds the intracellular kinase domain of HER2
295,pertuzumab,HER2,negative,SL,direct,1,regulates,pertuzumab is a monoclonal antibody that binds the extracellular domain II of HER2.
296,stimulus,HER2,positive,SL,correlation,3,,This proteomics-inferred edge is consistent with evidence that growth factors in a growth medium activate receptors that recruit HER2 into active heterodimers
297,trastuzumab,HER2,negative,SL,direct,1,regulates,trastuzumab is a monoclonal antibody binds the extracellular domain IV of HER2
298,AKT,HER3,negative,SL,indirect,2,,causal effect mediated by FOXO3
299,HER3,HER3,positive,SL,unsupported,-,,"HER3 does not self-regulate. This inferred positive self-regulation contradicted by strong evidence of a negative feedback loop mediated by PI3K, AKT, and FOXO3."
300,erlotinib,HER3,negative,SL,indirect,2,,causal effect mediated by HER2 or another kinase
301,pertuzumab,HER3,negative,SL,replaced,,,"Pertuzumab does not act on HER3 but on the HER2-HER3 complex, which is a separate node. This edge is replaced by a Pertuzumab-| HER2HER3c edge."
302,stimulus,HER3,positive,SL,correlation,3,,This proteomics- inferred edge is consistent with evidence that growth factors in a growth medium lead to HER3 activation
303,CyclinB1,ERK,positive,SL,unsupported,-,,This proteomics-inferred edge is not supported by causal or mechanistic evidence. Any causal effects would need the active Cyclin B1- CDK1 complex.
304,EGFR,ERK,positive,SL,indirect,2,,"causal effect mediated by SOS/GRB, RAS, RAF, MEK"
305,ERK,ERK,positive,SL,unsupported,-,,This proteomics- inferred self-regulation is contradicted by the fact that ERK activity is strongly self-limiting via negative feedback loops.
306,RAF1,ERK,positive,SL,indirect,2,,causal effect mediated by MEK
307,AKT,FOXO1FOXO3,negative,SL,replaced,,,"FOXO1FOXO3 unites the FOXO1 and FOXO3 nodes, which are represented separately in other models. AKT has direct effects on both FOXO1 and FOXO3, which are included as separate edges. This edge is replaced by the AKT-| FOXO1 and AKT-| FOXO3 edges."
308,FOXO1FOXO3,FOXO1FOXO3,positive,SL,unsupported,-,,"This assumed self-activation is contradicted by the fact that neither FOXO1 nor FOXO3 has functional self regulation, and they participate in a negative feedback loop with HER3/IGFR1, PI3K, and AKT."
309,GSK3B,GSK3B,positive,SL,direct,1,regulates,"phosphorylation. GSK3β autophosphorylates at Tyr216, and Tyr216 phosphorylation is associated with the active form of GSK3β."
310,p53,GSK3B,positive,SL,direct,1,regulates,protein-protein interaction. p53 binds GSK3B and increases its kinase activity.
311,HER3,NFKB,positive,SL,indirect,2,,"causal effect mediated by multiple mechanisms, including PI3K and PLCg"
312,NFKB,NFKB,positive,SL,unsupported,-,,This assumed self-activation is contradicted by the well-established negative feedback loop of NFKB with IKB.
313,RPS6,NFKB,positive,SL,correlation,3,,mTOR/S6K signaling and NFκB signaling are frequently activated together
314,AKT,PRAS40,negative,SL,direct,1,regulates,phosphorylation. AKT phosphorylates PRAS40 (AKT1S1). This promotes PRAS40 association with 14-3-3 and reduces its association/inhibitory action on mTORC1.
315,HER3,PRAS40,positive,SL,unsupported,-,,"This inferred edge is not supported by experimental evidence; instead, there is a negative causal effect from HER3 to PRAS40."
