Regulator,Target,Sign in BBM,Model,Sign,Classification,Confidence rank,Constraint,Notes
AKT,p21,negative,MCF7,negative,direct,1,regulates,"AKT phosphorylates p21 (CDKN1A), which causes p21 to be retained/relocalized to the cytoplasm, reducing its nuclear inhibition of cyclin–CDK complexes."
ERK,p21,negative,MCF7,,,,,
MYC,p21,negative,MCF7,negative ,indirect,2,,"MYC interacts with transcription factors already associated with the CDKN1A (p21) promoter, particularly MIZ1 (ZBTB17), represssing CDKN1A transcription. As there is a separate p21_T node, this effect on the protein level is indirect."
MDM2,p53,negative,MCF7,,,,,
TCF7L2,PAK1,positive,MCF7,,,,,
RAC1,PAK2,positive,MCF7,,,,,
SRC,PAK2,positive,MCF7,,,,,
HES1,PAX7,negative,MCF7,,,,,
HEY1,PAX7,negative,MCF7,,,,,
MYOG,PAX7,negative,MCF7,,,,,
NOTCH1,PAX7,positive,MCF7,,,,,
IGF1R,PDK1_pm,positive,MCF7,,,,,
PIP3,PDK1_pm,positive,MCF7,,,,,
ERK,PGR,negative,MCF7,,,,,
ESR1,PGR,negative,MCF7,,,,,
PG,PGR,positive,MCF7,,,,,
EGFR,PI3K,positive,MCF7,,,,,
ESR1,PI3K,positive,MCF7,positive,direct,1,regulates,The estrogen receptor ERα (ESR1) physically associates with the p85 regulatory subunit of PI3K.
IGF1R,PI3K,positive,MCF7,,,,,
INSR,PI3K,positive,MCF7,positive,indirect,2,,causal effect mediated by IRS1
IRS1,PI3K,positive,MCF7,positive,direct,1,regulates,protein-protein interaction. phosphorylated IRS1 proteins bind the p85 regulatory subunit of PI3K.
RAS,PI3K,positive,MCF7,,,,,
STAT5,PIM,positive,MCF7,,,,,
PI3K,PIP3,positive,MCF7,positive ,direct,1,regulates,PI3K catalyzes the reaction that produces PIP3.
PTEN,PIP3,negative,MCF7,negative ,direct,1,,PTEN dephosphorylates PIP3
CEBPB,PPARG,positive,MCF7,,,,,
GATA3,PPARG,negative,MCF7,,,,,
CYCLINDc,RB,negative,MCF7,,,,,
PRKACA,PRKAA2,negative,MCF7,,,,,
STK11,PRKAA2,positive,MCF7,,,,,
AKT,PRKACA,positive,MCF7,,,,,
WNT1,PRKACA,positive,MCF7,,,,,
S6K,PTEN,positive,MCF7,,,,,
SRC,PTEN,negative,MCF7,,,,,
AKT,RAC1,negative,MCF7,,,,,
DVL1,RAC1,positive,MCF7,,,,,
PI3K,RAC1,positive,MCF7,positive ,indirect,2,,causal effect mediated by PIP3  and Rac guanine-nucleotide exchange factors
HRAS,RAF1,positive,MCF7,,,,,
RAS,RAF1,positive,MCF7,,,,,
IGF1,RAS,positive,MCF7,,,,,
PIP3,RAS,positive,MCF7,,,,,
SOS1,RAS,positive,MCF7,positive,direct,1,,"SOS1 directly binds RAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
NFKB,RELA,positive,MCF7,,,,,
PIM,RELA,positive,MCF7,,,,,
TSC2,RHEB,negative,MCF7,negative,direct,1,,"TSC2 (as part of the TSC complex) directly acts on RHEB-GTP, stimulates its GTP hydrolysis, which decreases functional RHEB activity."
DVL1,RND1,positive,MCF7,,,,,
GRB7,RND1,positive,MCF7,,,,,
mTORC1,S6K,positive,MCF7,positive ,direct,1,regulates,mTORC1 phosphorylates S6K
mTORC1,SGK1,positive,MCF7,positive,unsupported,,,not supported by evidence
mTORC2,SGK1,positive,MCF7,positive,direct,1,regulates,"mTORC2 directly phosphorylates the SGK1 hydrophobic-motif site Ser422, enabling subsequent activation by PDK1."
PDK1_pm,SGK1,positive,MCF7,positive ,direct,1,regulates,"PDK1 directly phosphorylates SGK1 at Thr256 in its activation loop, producing full kinase activation after the hydrophobic-motif site (Ser422) has been phosphorylated."
GRB2,SOS1,positive,MCF7,,,,,
ABL1,SRC,positive,MCF7,,,,,
PRKACA,SRC,positive,MCF7,,,,,
JAK2,STAT1,positive,MCF7,positive,direct,1,regulates,"Activated JAK2 directly phosphorylates STAT1, which promotes STAT1 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
SRC,STAT1,positive,MCF7,,,,,
IL1B,STAT3,positive,MCF7,,,,,
JAK2,STAT3,positive,MCF7,positive,direct,1,regulates,"Activated JAK2 directly phosphorylates STAT3, which promotes STAT3 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
MAPK8,STAT3,positive,MCF7,,,,,
SRC,STAT3,positive,MCF7,,,,,
EGFR,STAT5,positive,MCF7,,,,,
JAK2,STAT5,positive,MCF7,positive,direct,1,regulates,"Activated JAK2 directly phosphorylates STAT5, which promotes STAT5 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
SRC,STAT5,positive,MCF7,,,,,
ERK,STK11,negative,MCF7,,,,,
CTNNB1,TCF7L2,positive,MCF7,,,,,
JUN,TCF7L2,positive,MCF7,,,,,
YAP1,TEAD1,positive,MCF7,,,,,
KRT14,TRADD,negative,MCF7,,,,,
AKT,TSC2,negative,MCF7,negative,direct,1,,"AKT phosphorylates TSC2 (tuberin) at multiple sites, inhibiting the TSC1–TSC2 complex's GAP activity."
ERK,TSC2,negative,MCF7,,,,,
GSK3B,TSC2,positive,MCF7,,,,,
PRKAA2,TSC2,positive,MCF7,,,,,
AKT,TWIST1,positive,MCF7,,,,,
ERK,TWIST1,positive,MCF7,,,,,
MAPK8,TWIST1,positive,MCF7,,,,,
ABL1,YAP1,positive,MCF7,,,,,
LATS1,YAP1,negative,MCF7,,,,,
GRB2,ABL1,positive,T47D,,,,,
ABL1,ABL2,positive,T47D,,,,,
EGF,AKT,positive,T47D,positive,indirect,2,,"causal effect mediated by EGFR, PI3K, others"
EGFR,AKT,positive,T47D,positive,indirect,2,,"causal effect mediated by PI3K, PIP3"
IGF1R,AKT,positive,T47D,positive,indirect,2,,"causal effect mediated by IRS1, PI3K"
IRS1,AKT,positive,T47D,positive,indirect,2,,"causal effect mediated by PI3K, others"
mTORC2,AKT,positive,T47D,positive,indirect,2,,"mTORC2 is recruited to the cell membrane, then it phosphorylates AKT"
PDK1_pm,AKT,positive,T47D,positive,direct,1,regulates,plasma-membrane-bound PDK1 directly phosphorylates AKT at Thr308 in its activation loop
PIP3,AKT,positive,T47D,positive,direct,1,,"PIP3 directly binds the PH domain of AKT, recruiting AKT to the plasma membrane and inducing conformational changes that expose its activating phosphorylation sites"
AXIN1,APC,positive,T47D,,,,,
DVL1,AXIN1,negative,T47D,,,,,
GSK3B,AXIN1,positive,T47D,,,,,
AKT,BAD,negative,T47D,negative,direct,1,regulates,"AKT phosphorylates BAD, which leads to its sequestration by 14-3-3 proteins, making it unable to inhibit BCLXL"
ERK,BAD,negative,T47D,,,,,
PAK1,BAD,negative,T47D,,,,,
PIM,BAD,negative,T47D,negative,direct,1,,"PIM kinases phosphorylate BAD. This promotes BAD's sequestration by 14-3-3 proteins, suppressing BAD's pro-apoptotic function."
BID,BAK1,positive,T47D,positive,direct,1,regulates,"The active form tBID (generated by caspase-8 cleavage of BID) directly engages BAK, promoting the conformational changes and oligomerization that lead to mitochondrial outer-membrane permeabilization (MOMP)."
BIM,BAK1,positive,T47D,positive,direct,1,regulates,"BIM's BH3 domain can directly engage BAK, causing the conformational changes that lead to BAK oligomerization and mitochondrial outer-membrane permeabilization."
MCL1,BAK1,negative,T47D,negative,direct,1,regulates,"MCL1 binds activated BAK1 through its BH3-binding groove, sequestering BAK1 and preventing the oligomerization required for mitochondrial outer-membrane permeabilization."
p53,BAK1,positive,T47D,,,,,
BID,BAX,positive,T47D,positive,direct,1,regulates,"The active form tBID directly binds BAX and induces the conformational changes that activate BAX, leading to its mitochondrial membrane insertion and oligomerization."
BIM,BAX,positive,T47D,positive,direct,1,regulates,"BIM's BH3 domain physically binds BAX, inducing conformational changes that promote BAX membrane insertion and oligomerization, leading to mitochondrial outer-membrane permeabilization."
MCL1,BAX,negative,T47D,negative,direct,1,regulates,"MCL1 binds activated BAX through its BH3-binding groove, sequestering BAX and preventing the oligomerization required for mitochondrial outer-membrane permeabilization."
p53,BAX,positive,T47D,,,,,
BAD,BCL2,negative,T47D,negative,direct,1,regulates,"BAD binds BCL-2 through its BH3 domain, occupying the hydrophobic groove of BCL-2. This binding neutralizes BCL-2's anti-apoptotic function."
BIM,BCL2,negative,T47D,negative,direct,1,regulates,"BIM binds BCL-2 through its BH3 domain, occupying the hydrophobic groove of BCL-2. This binding neutralizes BCL-2's anti-apoptotic function."
CREB1,BCL2,positive,T47D,positive,direct,1,regulates,regulation of transcription. CREB/CREB1 directly binds a cAMP-response element (CRE) in the BCL2 promoter and stimulates BCL2 transcription.
ERK,BCL2,positive,T47D,,,,,
BAD,BCLXL,negative,T47D,negative,direct,1,regulates,"BAD binds BCL-XL through its BH3 domain, occupying the hydrophobic groove of BCL-XL. This binding neutralizes BCL-XL's anti-apoptotic function."
BIM,BCLXL,negative,T47D,negative ,direct,1,regulates,BIM directly binds the hydrophobic BH3-binding groove of BCL-XL (BCL2L1) through BIM's BH3 domain. This binding neutralizes BCL-XL's anti-apoptotic function.
CREB1,BCLXL,positive,T47D,positive,direct,1,regulates,regulation of transcription. CREB/CREB1 can directly bind a cAMP-response element (CRE) in the BCL2L1 (BCLXL) promoter and stimulates its transcription.
CASP8,BID,positive,T47D,positive,direct,1,regulates,"Active caspase-8 directly cleaves BID, generating truncated BID (tBID). tBID translocates to mitochondria and activates the mitochondrial apoptosis pathway, including BAX/BAK activation."
BCL2,BIM,negative,T47D,negative,direct,1,regulates,"BCL2 directly binds the BH3 domain of BIM, sequestering BIM and preventing it from activating BAX/BAK."
BCLXL,BIM,negative,T47D,negative,direct,1,regulates,"BCL-XL (BCL2L1) directly binds BIM through BIM's BH3 domain, sequestering BIM and preventing it from activating BAX/BAK."
FOXO1,BIM,positive,T47D,positive,direct,1,regulates,"FOXO1FOXO3 unites the FOXO1 and FOXO3 nodes, which are represented separately in other models. The direct effect of AKT on both FOXO1 and FOXO3 translates to a direct effect on FOXO1FOXO3."
FOXO3,BIM,positive,T47D,positive,direct,1,regulates,FOXO3 binds conserved forkhead-response elements in the promoter of  BCL2L11 (the gene encoding BIM) and stimulates its transcription.
CASP8,CASP3,positive,T47D,positive,direct,1,regulates,Active caspase-8 directly cleaves and activates procaspase-3
CASP9,CASP3,positive,T47D,positive,direct,1,regulates,"Active caspase-9 directly cleaves procaspase-3 at its activating processing sites, generating active caspase-3"
ERK,CASP8,negative,T47D,,,,,
FADD,CASP8,positive,T47D,,,,,
SRC,CASP8,negative,T47D,,,,,
AKT,CASP9,negative,T47D,,,,,
CASP3,CASP9,positive,T47D,positive,direct in the network sense,1,regulates,"The mechanism includes Caspase-3 cleaving caspase-9 and the inhibition of XIAP, which is not in the network"
CASP8,CASP9,positive,T47D,positive,indirect,2,,"causal effect mediated by BID, BAX and others"
CYCS,CASP9,positive,T47D,positive,direct in the network sense,1,regulates,"Cytosolic cytochrome c binds APAF1, causing APAF1 to assemble into the apoptosome. The apoptosome then recruits procaspase-9 through CARD–CARD interactions and activates it by proximity/dimerization.  APAF1 and the apoptosome are not in the network."
ERK,CASP9,negative,T47D,,,,,
CASP3,CDKN2A,positive,T47D,positive,unsupported,,,This assumed edge is not supported by evidence.
MYC,CDKN2A,negative,T47D,negative,indirect,2,,"MYC can suppress the p16/RB senescence program in proliferating cells through several mechanisms, and MYC loss can lead to increased p16 expression and senescence."
SRC,CDKN2A,negative,T47D,,,,,
ABL2,CEBPB,positive,T47D,,,,,
AKT,CREB1,positive,T47D,positive,direct,1,regulates,"AKT directly phosphorylates CREB1 Ser133, which increases CREB transcriptional activity"
SGK1,CREB1,positive,T47D,,,,,
DC,CTNNB1,negative,T47D,,,,,
WNT1,CTNNB1,positive,T47D,,,,,
CDKN2A,CYCLINDc,negative,T47D,negative,,1,regulates,CDKN2A (p16INK4A)  binds CDK4 and CDK6 and prevents/antagonizes formation of functional Cyclin D–CDK4/6 complexes.
EIF4,CYCLINDc,positive,T47D,positive,indirect,2,,"causal effect: eIF4E promotes both Cyclin D1 mRNA export and cap-dependent translation; experimentally increasing eIF4E increases Cyclin D1 protein, thus more CyclinDc complex can be formed."
ERK,CYCLINDc,positive,T47D,positive,,2,,causal effect mediated by JUN and other transcription factors that upregulate CCND1 transcription.
ESR1,CYCLINDc,positive,T47D,positive,indirect,2,,Estrogen-activated ERα promotes CCND1 transcription; this allows increased CYCLINDc formation.
FOXO3,CYCLINDc,positive,T47D,positive,unsupported,,,"This assumed edge is not supported by evidence. Instead, there is an indirect negative effect mediated by p27."
GSK3B,CYCLINDc,negative,T47D,negative,direct,2,,"GSK3B promotes the nuclear export and degradation of CyclinD1, thus less cyclin-CDK complex CYCLINDc can be formed."
IGF1,CYCLINDc,positive,T47D,positive,indirect,2,,"causal effect mediated by IGFR, PI3K, ERK"
KMT2D,CYCLINDc,positive,T47D,positive,assumption,4,,"This assumption is consistent with the fact that KMT2D is a histone methyltransferase complex that helps recruit FOXA1, PBX1, and ERα/ESR1 to chromatin. "
MYC,CYCLINDc,positive,T47D,positive,indirect,2,,"c-MYC activates CDK4 transcription, thus leading to more CYCLINDc formation."
NRG1,CYCLINDc,positive,T47D,positive,indirect,2,,"causal effect mediated by HER3, PI3K, ERK"
p21,CYCLINDc,negative,T47D,negative,unsupported,,,This assumed edge is contradicted by evidence that p21 (and p27) can serve as an assembly factor for Cyclin D–CDK4/6 and facilitate nuclear localization.  p21-bound Cyclin D–CDK complexes can retain their kinase activity.
TCF7L2,CYCLINDc,positive,T47D,positive,indirect,2,,"Causal effect mediated by β-catenin/TCF complexes activating CCND1 transcription, which then yields more CYCLINDc."
TEAD1,CYCLINDc,positive,T47D,positive,indirect,2,,"causal effect. TEAD-containing YAP/TAZ transcriptional complex binds CCND1 regulatory DNA, leading to increased CCND1 transcription, which then allows more CYCLINDc complex formation."
BAK1,CYCS,positive,T47D,positive,direct in the network sense,1,regulates,Activated BAK oligomerizes in the mitochondrial outer membrane and helps form pores through which Cytochrome c (CYCS) is released from the mitochondrial intermembrane space into the cytosol.
BAX,CYCS,positive,T47D,positive,direct in the network sense,1,regulates,Activated BAX oligomerizes in the mitochondrial outer membrane and helps form pores through which Cytochrome c (CYCS) is released from the mitochondrial intermembrane space into the cytosol.
APC,DC,positive,T47D,,,,,
GSK3B,DC,positive,T47D,,,,,
FZD3,DVL1,positive,T47D,,,,,
YAP1,DVL1,negative,T47D,,,,,
RB,E2F,negative,T47D,,,,,
EGF,EGFR,positive,T47D,,,,,
HER2,EGFR,positive,T47D,positive,direct,1,,protein-protein interaction; heterodimerization activates EGFR
HER3,EGFR,positive,T47D,,,,,
MEK,EGFR,negative,T47D,negative,indirect,2,,causal effect mediated by ERK
RELA,EGFR,positive,T47D,,,,,
EIF4EBP1,EIF4,negative,T47D,,,,,
MEK,ERK,positive,T47D,positive,direct,1,regulates,MEK1/2 directly binds and phosphorylates ERK1/2
AKT,ESR1,positive,T47D,positive,direct,1,regulates,"Activated AKT can directly phosphorylate ERα (ESR1 protein) at Ser167, and this phosphorylation increases ERα transcriptional activity."
ES,ESR1,positive,T47D,positive,direct,1,regulates,
FOXO3,ESR1,positive,T47D,positive,direct,1,regulates,regulation of transcription. FOXO3a directly binds regulatory sites in the ESR1 (ERα) promoter and increases ESR1 transcription
KMT2D,ESR1,positive,T47D,,,,,
PGR,ESR1,positive,T47D,,,,,
FAS,FADD,positive,T47D,,,,,
TRADD,FADD,positive,T47D,,,,,
AKT,FAS,negative,T47D,,,,,
FASLG,FAS,positive,T47D,positive,direct,1,regulates,ligand-receptor binding
p53,FAS,positive,T47D,,,,,
FASLG,FASLG,positive,T47D,positive,unsupported,,,This assumed self-regulation is not supported by evidence
FOXO3,FASLG,positive,T47D,positive,direct,1,regulates,regulation of transcription. FOXO3 in particular has been shown to bind forkhead-response elements in the FASLG promoter and activate FASL transcription; constitutively active FOXO3 increases FASL promoter activity
p53,FASLG,positive,T47D,,,,,
AKT,FOXO1,negative,T47D,negative,direct,1,regulates,"AKT phosphorylates FOXO1 at several regulatory residues. These promote binding to 14-3-3 proteins and retention in the cytoplasm, which decreases FOXO1 transcriptional activity"
SGK1,FOXO1,negative,T47D,,,,,
AKT,FOXO3,negative,T47D,negative ,direct,1,regulates,"AKT phosphorylates FOXO1 at several regulatory residues. These promote binding to 14-3-3 proteins and retention in the cytoplasm, which decreases FOXO1 transcriptional activity"
WNT1,FZD3,positive,T47D,,,,,
STAT1,GATA3,negative,T47D,,,,,
EGFR,GRB2,positive,T47D,,,,,
HER2,GRB2,positive,T47D,,,,,
IRS1,GRB2,positive,T47D,positive ,direct,1,regulates,"GRB2 directly binds phosphorylated IRS1 through its SH2 domain, recruiting the GRB2–SOS machinery"
SRC,GRB2,positive,T47D,,,,,
INSR,GRB7,positive,T47D,positive,direct,1,regulates,"Activated INSR becomes tyrosine-phosphorylated, the adaptor protein GRB7 bind sit through its SH2 domain, INSR then promotes GRB7 tyrosine phosphorylation."
PRKACA,GRB7,negative,T47D,,,,,
AKT,GSK3B,negative,T47D,negative ,direct,1,regulates,"AKT directly phosphorylates GSK3β at Ser9, which inhibits GSK3β kinase activity."
ERK,GSK3B,negative,T47D,,,,,
ESR1,HER2,positive,T47D,,,,,
FOXO3,HER2,positive,T47D,positive,direct,1,regulates,regulation of transcription. FOXO3a directly binds the ERBB2/HER2 promoter and activates its transcription.
HER3,HER2,positive,T47D,,,,,
HER2,HER3,positive,T47D,positive,unsupported,,,"The effect of HER2 on HER3 is through HER2-HER3 heterodimer formation, which is represented by the HER2HER3c node."
NRG1,HER3,positive,T47D,positive,direct,1,regulates,ligand-receptor binding
NICD,HES1,positive,T47D,,,,,
NICD,HEY1,positive,T47D,,,,,
NF1,HRAS,negative,T47D,,,,,
PIP3,HRAS,positive,T47D,,,,,
SOS1,HRAS,positive,T47D,positive,direct,1,,"SOS1 directly binds HRAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
ESR1,HSP90AA1,positive,T47D,,,,,
PDK1_pm,HSP90AA1,negative,T47D,,,,,
ESR1,IGF1R,positive,T47D,,,,,
FOXO3,IGF1R,positive,T47D,positive,indirect,2,,"There is causal evidence that activated FOXO3 increases IGF1R mRNA and protein expression, and FOXO knockdown decreases IGF1R expression. The exact mechanism is not known."
IGF1,IGF1R,positive,T47D,,,,,
NOS3,IL1B,positive,T47D,,,,,
RELA,IL1B,positive,T47D,,,,,
IL1B,IL6,positive,T47D,,,,,
IL6,IL6,positive,T47D,,,,,
IL6,IL6R,positive,T47D,positive,direct,1,regulates,ligand-receptor binding
STAT3,IL6R,positive,T47D,,,,,
STAT5,IL8,positive,T47D,,,,,
FOXO3,INSR,positive,T47D,positive,unsupported,,,This edge is not supported by experimental evidence
INS,INSR,positive,T47D,positive,direct,1,regulates,ligand-receptor binding
IGF1R,IRS1,positive,T47D,,,,,
INSR,IRS1,positive,T47D,positive,direct,1,regulates,Activated INSR recruits IRS1 and phosphorylates IRS1 on multiple tyrosine residues. Those phosphotyrosines then serve as docking sites for downstream signaling proteins.
S6K,IRS1,negative,T47D,,,,,
mTORC1,EIF4EBP1,negative,T47D,,,,,
ABL1,JAK2,positive,T47D,,,,,
IL6R,JAK2,positive,T47D,positive,direct,1,regulates,JAK2 is physically associated with the GP130 subunit of the receptor complex; receptor activation directly causes JAK activation.
IL8,JAK2,positive,T47D,positive,unsupported,,,"IL-8 (CXCL8) signals through the GPCRs CXCR1 and CXCR2, not through a JAK-associated cytokine receptor."
IRS1,JAK2,positive,T47D,positive,unsupported,,,There is a JAK2->IRS1 relationship but no evidence to support this edge.
ERK,JUN,positive,T47D,,,,,
MAPK8,JUN,positive,T47D,,,,,
PPARG,JUN,positive,T47D,,,,,
RELA,JUN,positive,T47D,,,,,
AKT,KMT2D,negative,T47D,negative ,direct,1,regulates,AKT phosphorylates KMT2D at Ser1331; this reduces KMT2D chromatin recruitment/function and consequently suppresses KMT2D-dependent ER transcriptional activity.
PAX7,KMT2D,positive,T47D,,,,,
EGFR,KRT14,positive,T47D,,,,,
PAK2,KRT14,positive,T47D,,,,,
LCK,LATS1,positive,T47D,,,,,
NF2,LATS1,positive,T47D,,,,,
AKT,LCK,negative,T47D,negative,unsupported,,,
ERK,LCK,positive,T47D,,,,,
RAC1,MAPK8,positive,T47D,,,,,
RND1,MAPK8,positive,T47D,,,,,
ERK,MCL1,positive,T47D,positive,direct,1,regulates,"ERK1/2 phosphorylates MCL1, which stabilizes MCL1 and increases its anti-apoptotic activity. ERK1/2 also has indirect effects on MCL1 transcription and translation."
GSK3B,MCL1,negative,T47D,negative,direct in the network sense,1,regulates,"GSK3B phosphorylates MCL1. This creates/promotes a phosphodegron that is recognized by ubiquitin ligases, leading to MCL1 ubiquitination and proteasomal degradation."
AKT,MDM2,positive,T47D,,,,,
p53,MDM2,positive,T47D,,,,,
RAF1,MEK,positive,T47D,,,,,
IGF1,mTORC1,positive,T47D,,,,,
NRG1,mTORC1,positive,T47D,positive,indirect,2,,"causal effect mediated by PI3K, AKT"
PIM,mTORC1,positive,T47D,,,,,
RHEB,mTORC1,positive,T47D,positive,direct,1,,"RHEB directly binds mTORC1, and allosterically activates the mTOR kinase"
PIP3,mTORC2,positive,T47D,,,,,
S6K,mTORC2,negative,T47D,,,,,
CTNNB1,MYC,positive,T47D,,,,,
EIF4,MYC,positive,T47D,,,,,
ERK,MYC,positive,T47D,,,,,
ESR1,MYC,positive,T47D,,,,,
FOXO3,MYC,positive,T47D,,,,,
GSK3B,MYC,negative,T47D,,,,,
IGF1,MYC,positive,T47D,,,,,
JAK2,MYC,positive,T47D,,,,,
KMT2D,MYC,positive,T47D,,,,,
NRG1,MYC,positive,T47D,,,,,
PIM,MYC,positive,T47D,positive,direct,1,,"PIM kinases, especially PIM1, phosphorylate MYC, which increases MYC protein stability and transcriptional activity."
STAT3,MYC,positive,T47D,,,,,
HES1,MYOD1,negative,T47D,,,,,
NF2,MYOD1,negative,T47D,,,,,
HEY1,MYOG,negative,T47D,,,,,
MYOD1,MYOG,positive,T47D,,,,,
NOTCH1,NICD,positive,T47D,,,,,
SGK1,NEDD4L,negative,T47D,,,,,
TWIST1,NF1,negative,T47D,,,,,
NEDD4L,NF2,positive,T47D,,,,,
NOTCH1,NFKB,positive,T47D,,,,,
AKT,NOS3,positive,T47D,,,,,
HSP90AA1,NOS3,positive,T47D,,,,,
CTNNB1,NOTCH1,positive,T47D,,,,,
DLL,NOTCH1,positive,T47D,,,,,
LCK,NOTCH1,positive,T47D,,,,,
AKT,p21,negative,T47D,negative,direct,1,regulates,"AKT phosphorylates p21 (CDKN1A), which causes p21 to be retained/relocalized to the cytoplasm, reducing its nuclear inhibition of cyclin–CDK complexes."
ERK,p21,negative,T47D,,,,,
MYC,p21,negative,T47D,negative,indirect,2,,"MYC interacts with transcription factors already associated with the CDKN1A (p21) promoter, particularly MIZ1 (ZBTB17), represssing CDKN1A transcription. As there is a separate p21_T node, this effect on the protein level is indirect."
MDM2,p53,negative,T47D,,,,,
PDK1_pm,PAK1,positive,T47D,,,,,
RAC1,PAK1,positive,T47D,,,,,
TCF7L2,PAK1,positive,T47D,,,,,
RAC1,PAK2,positive,T47D,,,,,
SRC,PAK2,positive,T47D,,,,,
MYOG,PAX7,negative,T47D,,,,,
IGF1R,PDK1_pm,positive,T47D,,,,,
PIP3,PDK1_pm,positive,T47D,,,,,
ERK,PGR,negative,T47D,,,,,
ESR1,PGR,negative,T47D,,,,,
PG,PGR,positive,T47D,,,,,
EGFR,PI3K,positive,T47D,,,,,
ESR1,PI3K,positive,T47D,positive,direct,1,regulates,The estrogen receptor ERα (ESR1) physically associates with the p85 regulatory subunit of PI3K.
IGF1R,PI3K,positive,T47D,,,,,
IRS1,PI3K,positive,T47D,positive,direct,1,regulates,protein-protein interaction. phosphorylated IRS1 proteins bind the p85 regulatory subunit of PI3K.
NFKB,PIM,positive,T47D,,,,,
PI3K,PIP3,positive,T47D,positive ,direct,1,regulates,PI3K catalyzes the reaction that produces PIP3.
PTEN,PIP3,negative,T47D,negative,direct,1,,PTEN dephosphorylates PIP3
CEBPB,PPARG,positive,T47D,,,,,
GATA3,PPARG,negative,T47D,,,,,
CYCLINDc,RB,negative,T47D,,,,,
STK11,PRKAA2,positive,T47D,,,,,
AKT,PRKACA,positive,T47D,,,,,
WNT1,PRKACA,positive,T47D,,,,,
S6K,PTEN,positive,T47D,,,,,
SRC,PTEN,negative,T47D,,,,,
AKT,RAC1,negative,T47D,,,,,
DVL1,RAC1,positive,T47D,,,,,
PI3K,RAC1,positive,T47D,positive ,indirect,2,,causal effect mediated by PIP3  and Rac guanine-nucleotide exchange factors
HRAS,RAF1,positive,T47D,,,,,
RAS,RAF1,positive,T47D,,,,,
PIP3,RAS,positive,T47D,,,,,
SOS1,RAS,positive,T47D,positive,direct,1,,"SOS1 directly binds RAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
NFKB,RELA,positive,T47D,,,,,
PIM,RELA,positive,T47D,,,,,
TSC2,RHEB,negative,T47D,negative,direct,1,,"TSC2 (as part of the TSC complex) directly acts on RHEB-GTP, stimulates its GTP hydrolysis, which decreases functional RHEB activity."
DVL1,RND1,positive,T47D,,,,,
GRB7,RND1,positive,T47D,,,,,
ERK,S6K,positive,T47D,,,,,
mTORC1,S6K,positive,T47D,positive ,direct,1,regulates,mTORC1 phosphorylates S6K
mTORC1,SGK1,positive,T47D,positive ,unsupported,,,not supported by evidence
mTORC2,SGK1,positive,T47D,positive,direct,1,regulates,"mTORC2 directly phosphorylates the SGK1 hydrophobic-motif site Ser422, enabling subsequent activation by PDK1."
PDK1_pm,SGK1,positive,T47D,positive ,direct,1,regulates,"PDK1 directly phosphorylates SGK1 at Thr256 in its activation loop, producing full kinase activation after the hydrophobic-motif site (Ser422) has been phosphorylated."
GRB2,SOS1,positive,T47D,,,,,
PRKACA,SRC,positive,T47D,,,,,
EGFR,STAT1,positive,T47D,,,,,
JAK2,STAT1,positive,T47D,positive,direct,1,regulates,"Activated JAK2 directly phosphorylates STAT1, which promotes STAT1 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
SRC,STAT1,positive,T47D,,,,,
IL1B,STAT3,positive,T47D,,,,,
JAK2,STAT3,positive,T47D,positive,direct,1,regulates,"Activated JAK2 directly phosphorylates STAT3, which promotes STAT3 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
MAPK8,STAT3,positive,T47D,,,,,
SRC,STAT3,positive,T47D,,,,,
JAK2,STAT5,positive,T47D,positive,direct,1,regulates,"Activated JAK2 directly phosphorylates STAT5, which promotes STAT5 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
ERK,STK11,negative,T47D,,,,,
FOXO3,STK11,positive,T47D,,,,,
CTNNB1,TCF7L2,positive,T47D,,,,,
JUN,TCF7L2,positive,T47D,,,,,
YAP1,TEAD1,positive,T47D,,,,,
KRT14,TRADD,negative,T47D,,,,,
AKT,TSC2,negative,T47D,negative,direct,1,,"AKT phosphorylates TSC2 (tuberin) at multiple sites, inhibiting the TSC1–TSC2 complex's GAP activity."
ERK,TSC2,negative,T47D,,,,,
GSK3B,TSC2,positive,T47D,,,,,
PRKAA2,TSC2,positive,T47D,,,,,
ERK,TWIST1,positive,T47D,,,,,
ABL1,YAP1,positive,T47D,,,,,
LATS1,YAP1,negative,T47D,,,,,
